# Solver information
# Time        	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged
7.7           	smoothSolver	7.934170e-04	9.837390e-08	330	true	smoothSolver	3.896830e-04	9.734720e-08	152	true	GAMG	2.863230e-03	8.842960e-06	2	true
7.705         	smoothSolver	8.382910e-04	9.967350e-08	365	true	smoothSolver	4.220730e-04	9.747840e-08	172	true	GAMG	3.171080e-03	7.791570e-06	2	true
7.71          	smoothSolver	8.322220e-04	9.990780e-08	362	true	smoothSolver	4.198150e-04	9.892310e-08	167	true	GAMG	3.099340e-03	9.705000e-06	2	true
7.715         	smoothSolver	8.348880e-04	9.901010e-08	365	true	smoothSolver	4.201270e-04	9.825290e-08	171	true	GAMG	3.191680e-03	7.467630e-06	2	true
7.72          	smoothSolver	8.324340e-04	9.893390e-08	362	true	smoothSolver	4.167520e-04	9.976700e-08	166	true	GAMG	3.318360e-03	1.015930e-05	2	true
7.725         	smoothSolver	8.363680e-04	9.954150e-08	364	true	smoothSolver	4.174040e-04	9.951330e-08	170	true	GAMG	3.212310e-03	7.256690e-06	2	true
7.73          	smoothSolver	8.295420e-04	9.955830e-08	361	true	smoothSolver	4.136320e-04	9.818880e-08	166	true	GAMG	3.165090e-03	1.049470e-05	2	true
7.735         	smoothSolver	8.377720e-04	9.851120e-08	364	true	smoothSolver	4.138330e-04	9.829050e-08	170	true	GAMG	3.278010e-03	7.194160e-06	2	true
7.74          	smoothSolver	8.309490e-04	9.960620e-08	360	true	smoothSolver	4.095810e-04	9.971780e-08	165	true	GAMG	3.123800e-03	1.076480e-05	2	true
7.745         	smoothSolver	8.381590e-04	9.918710e-08	362	true	smoothSolver	4.108860e-04	9.986440e-08	169	true	GAMG	3.214060e-03	6.511330e-06	2	true
7.75          	smoothSolver	8.331540e-04	9.915040e-08	358	true	smoothSolver	4.085110e-04	9.793480e-08	165	true	GAMG	3.109070e-03	1.048940e-05	2	true
7.75455       	smoothSolver	7.952830e-04	9.991170e-08	327	true	smoothSolver	3.820120e-04	9.867130e-08	153	true	GAMG	2.849010e-03	5.542610e-06	2	true
7.75909       	smoothSolver	7.876440e-04	9.872460e-08	324	true	smoothSolver	3.847660e-04	9.796900e-08	149	true	GAMG	2.640600e-03	9.575030e-06	2	true
7.76364       	smoothSolver	7.951920e-04	9.849740e-08	326	true	smoothSolver	3.890980e-04	9.865220e-08	153	true	GAMG	2.366160e-03	6.083950e-06	2	true
7.76818       	smoothSolver	7.891600e-04	9.869850e-08	322	true	smoothSolver	3.876620e-04	9.750160e-08	149	true	GAMG	2.118740e-03	7.504900e-06	2	true
7.77273       	smoothSolver	7.903880e-04	9.958390e-08	324	true	smoothSolver	3.908010e-04	9.836790e-08	153	true	GAMG	1.936920e-03	5.990270e-06	2	true
7.77727       	smoothSolver	7.954480e-04	9.997210e-08	325	true	smoothSolver	3.933970e-04	9.907460e-08	155	true	GAMG	1.900020e-03	7.297470e-06	2	true
7.78182       	smoothSolver	7.883750e-04	9.945130e-08	321	true	smoothSolver	3.910500e-04	9.967850e-08	150	true	GAMG	1.834510e-03	6.779820e-06	2	true
7.78636       	smoothSolver	7.938380e-04	9.852900e-08	324	true	smoothSolver	3.910420e-04	9.977820e-08	154	true	GAMG	1.680570e-03	6.892110e-06	2	true
7.79091       	smoothSolver	7.828650e-04	9.973870e-08	319	true	smoothSolver	3.860040e-04	9.761640e-08	150	true	GAMG	1.728130e-03	5.579940e-06	2	true
7.79545       	smoothSolver	7.921720e-04	9.870620e-08	322	true	smoothSolver	3.860900e-04	9.859030e-08	154	true	GAMG	1.853890e-03	7.286300e-06	2	true
7.8           	smoothSolver	7.883580e-04	9.836420e-08	317	true	smoothSolver	3.835010e-04	9.928550e-08	149	true	GAMG	1.778250e-03	5.727020e-06	2	true
7.80455       	smoothSolver	7.983330e-04	9.888700e-08	319	true	smoothSolver	3.842590e-04	9.753150e-08	154	true	GAMG	1.760990e-03	7.143210e-06	2	true
7.80909       	smoothSolver	7.855700e-04	9.928280e-08	314	true	smoothSolver	3.807830e-04	9.801040e-08	149	true	GAMG	1.907430e-03	5.498370e-06	2	true
7.81364       	smoothSolver	7.884980e-04	9.854540e-08	318	true	smoothSolver	3.808650e-04	9.708920e-08	154	true	GAMG	1.773610e-03	6.900260e-06	2	true
7.81818       	smoothSolver	7.801630e-04	9.987720e-08	313	true	smoothSolver	3.770560e-04	9.715940e-08	149	true	GAMG	1.761510e-03	5.493380e-06	2	true
7.82273       	smoothSolver	7.832140e-04	9.839330e-08	318	true	smoothSolver	3.767370e-04	9.979080e-08	153	true	GAMG	1.800770e-03	6.787620e-06	2	true
7.82727       	smoothSolver	7.782720e-04	9.956340e-08	313	true	smoothSolver	3.740550e-04	9.968580e-08	148	true	GAMG	1.905210e-03	6.186940e-06	2	true
7.83182       	smoothSolver	7.761100e-04	9.920620e-08	311	true	smoothSolver	3.722250e-04	9.835230e-08	146	true	GAMG	2.024630e-03	7.062540e-06	2	true
7.83636       	smoothSolver	7.824380e-04	9.934740e-08	314	true	smoothSolver	3.737090e-04	9.840830e-08	150	true	GAMG	1.879300e-03	5.708940e-06	2	true
7.84091       	smoothSolver	7.794450e-04	9.894220e-08	310	true	smoothSolver	3.721060e-04	9.985560e-08	145	true	GAMG	1.945410e-03	7.264490e-06	2	true
7.84545       	smoothSolver	7.770240e-04	9.954480e-08	307	true	smoothSolver	3.697290e-04	9.939140e-08	143	true	GAMG	1.822000e-03	5.926140e-06	2	true
7.85          	smoothSolver	7.801190e-04	9.830500e-08	311	true	smoothSolver	3.696530e-04	9.863880e-08	148	true	GAMG	1.841150e-03	6.358630e-06	2	true
7.855         	smoothSolver	8.165850e-04	9.932740e-08	337	true	smoothSolver	3.957230e-04	9.748890e-08	159	true	GAMG	2.138780e-03	6.484290e-06	2	true
7.86          	smoothSolver	8.242210e-04	9.932300e-08	340	true	smoothSolver	3.969060e-04	9.705720e-08	164	true	GAMG	2.098040e-03	6.892580e-06	2	true
7.865         	smoothSolver	8.203790e-04	9.931610e-08	335	true	smoothSolver	3.975100e-04	9.827110e-08	158	true	GAMG	1.951060e-03	6.220630e-06	2	true
7.87          	smoothSolver	8.100470e-04	9.901100e-08	333	true	smoothSolver	3.944320e-04	9.700830e-08	156	true	GAMG	1.953470e-03	6.613100e-06	2	true
7.875         	smoothSolver	8.121880e-04	9.880760e-08	337	true	smoothSolver	3.954780e-04	9.903220e-08	161	true	GAMG	1.998460e-03	6.425760e-06	2	true
7.88          	smoothSolver	8.181800e-04	9.945350e-08	331	true	smoothSolver	3.955450e-04	9.708880e-08	156	true	GAMG	2.031000e-03	6.727790e-06	2	true
7.885         	smoothSolver	8.111720e-04	9.876340e-08	329	true	smoothSolver	3.925880e-04	9.945240e-08	153	true	GAMG	2.030550e-03	6.936970e-06	2	true
7.89          	smoothSolver	8.111500e-04	9.836440e-08	333	true	smoothSolver	3.926280e-04	9.726960e-08	160	true	GAMG	1.956460e-03	6.104000e-06	2	true
7.895         	smoothSolver	8.076120e-04	9.852560e-08	327	true	smoothSolver	3.911720e-04	9.806640e-08	154	true	GAMG	1.758670e-03	5.345740e-06	2	true
7.9           	smoothSolver	8.018550e-04	9.998700e-08	324	true	smoothSolver	3.876610e-04	9.781750e-08	152	true	GAMG	1.737560e-03	5.540770e-06	2	true
7.905         	smoothSolver	8.049040e-04	9.942040e-08	330	true	smoothSolver	3.876740e-04	9.752460e-08	159	true	GAMG	1.761870e-03	5.396420e-06	2	true
7.91          	smoothSolver	7.993730e-04	9.944440e-08	325	true	smoothSolver	3.869200e-04	9.780600e-08	153	true	GAMG	1.733630e-03	5.676730e-06	2	true
7.915         	smoothSolver	8.041700e-04	9.840390e-08	332	true	smoothSolver	3.887540e-04	9.822190e-08	161	true	GAMG	1.746200e-03	5.846610e-06	2	true
7.92          	smoothSolver	8.060700e-04	9.836590e-08	326	true	smoothSolver	3.875080e-04	9.771010e-08	155	true	GAMG	1.722260e-03	5.519290e-06	2	true
7.925         	smoothSolver	7.975180e-04	9.916690e-08	323	true	smoothSolver	3.850640e-04	9.987870e-08	152	true	GAMG	1.878790e-03	6.173280e-06	2	true
7.93          	smoothSolver	8.082520e-04	9.851170e-08	329	true	smoothSolver	3.887080e-04	9.902690e-08	160	true	GAMG	2.188650e-03	5.878240e-06	2	true
7.935         	smoothSolver	8.055550e-04	9.900850e-08	322	true	smoothSolver	3.892000e-04	9.921780e-08	154	true	GAMG	1.730750e-03	5.781500e-06	2	true
7.94          	smoothSolver	7.959950e-04	9.837730e-08	320	true	smoothSolver	3.866960e-04	9.841150e-08	152	true	GAMG	1.559060e-03	5.382820e-06	2	true
7.945         	smoothSolver	7.958610e-04	9.998690e-08	326	true	smoothSolver	3.879660e-04	9.761610e-08	160	true	GAMG	1.563780e-03	5.112990e-06	2	true
7.95          	smoothSolver	7.933170e-04	9.896920e-08	321	true	smoothSolver	3.874830e-04	9.850330e-08	154	true	GAMG	1.627850e-03	5.423950e-06	2	true
7.95556       	smoothSolver	8.297890e-04	9.880820e-08	354	true	smoothSolver	4.188740e-04	9.794050e-08	170	true	GAMG	1.767300e-03	5.789030e-06	2	true
7.96111       	smoothSolver	8.394910e-04	9.950670e-08	360	true	smoothSolver	4.239230e-04	9.996130e-08	177	true	GAMG	2.069070e-03	6.322020e-06	2	true
7.96667       	smoothSolver	8.346220e-04	9.868160e-08	354	true	smoothSolver	4.254210e-04	9.954270e-08	171	true	GAMG	1.975110e-03	6.040960e-06	2	true
7.97222       	smoothSolver	8.329880e-04	9.982700e-08	350	true	smoothSolver	4.272630e-04	9.836870e-08	169	true	GAMG	1.937930e-03	6.196770e-06	2	true
7.97778       	smoothSolver	8.376150e-04	9.907110e-08	357	true	smoothSolver	4.305220e-04	9.841620e-08	177	true	GAMG	1.732730e-03	5.248720e-06	2	true
7.98333       	smoothSolver	8.333770e-04	9.889690e-08	351	true	smoothSolver	4.302030e-04	9.874150e-08	171	true	GAMG	2.062880e-03	6.032290e-06	2	true
7.98889       	smoothSolver	8.248090e-04	9.884960e-08	349	true	smoothSolver	4.306540e-04	9.791190e-08	169	true	GAMG	1.768710e-03	5.276180e-06	2	true
7.99444       	smoothSolver	8.315320e-04	9.878830e-08	357	true	smoothSolver	4.366270e-04	9.791810e-08	177	true	GAMG	1.942600e-03	7.754230e-06	2	true
8             	smoothSolver	8.271990e-04	9.865270e-08	351	true	smoothSolver	4.397230e-04	9.886830e-08	171	true	GAMG	1.759290e-03	5.131760e-06	2	true
8.00556       	smoothSolver	8.168410e-04	9.984680e-08	348	true	smoothSolver	4.408790e-04	9.815560e-08	169	true	GAMG	1.798550e-03	5.619700e-06	2	true
8.01111       	smoothSolver	8.217320e-04	9.991050e-08	346	true	smoothSolver	4.429160e-04	9.861250e-08	167	true	GAMG	1.780170e-03	5.851140e-06	2	true
8.01667       	smoothSolver	8.241370e-04	9.864600e-08	354	true	smoothSolver	4.461630e-04	9.939400e-08	175	true	GAMG	1.885110e-03	5.097700e-06	2	true
8.02222       	smoothSolver	8.252640e-04	9.978990e-08	346	true	smoothSolver	4.479770e-04	9.850240e-08	170	true	GAMG	1.620050e-03	6.288540e-06	2	true
8.02778       	smoothSolver	8.206400e-04	9.950730e-08	343	true	smoothSolver	4.481890e-04	9.885790e-08	168	true	GAMG	1.790330e-03	4.511450e-06	2	true
8.03333       	smoothSolver	8.282440e-04	9.942760e-08	351	true	smoothSolver	4.535990e-04	9.926930e-08	176	true	GAMG	1.872230e-03	5.685740e-06	2	true
8.03889       	smoothSolver	8.230300e-04	9.978170e-08	345	true	smoothSolver	4.553120e-04	9.820590e-08	171	true	GAMG	1.606160e-03	4.298310e-06	2	true
8.04444       	smoothSolver	8.153370e-04	9.855090e-08	344	true	smoothSolver	4.562640e-04	9.751440e-08	169	true	GAMG	1.697440e-03	5.919840e-06	2	true
8.05          	smoothSolver	8.092950e-04	9.975840e-08	342	true	smoothSolver	4.586120e-04	9.830870e-08	167	true	GAMG	1.545070e-03	4.344630e-06	2	true
8.05625       	smoothSolver	8.574750e-04	9.995970e-08	393	true	smoothSolver	5.040430e-04	9.886880e-08	198	true	GAMG	1.729410e-03	5.462960e-06	2	true
8.0625        	smoothSolver	8.530890e-04	9.914270e-08	387	true	smoothSolver	5.069450e-04	9.914430e-08	192	true	GAMG	1.674090e-03	5.158950e-06	2	true
8.06875       	smoothSolver	8.489660e-04	9.966630e-08	383	true	smoothSolver	5.089310e-04	9.854060e-08	190	true	GAMG	1.893020e-03	5.871760e-06	2	true
8.075         	smoothSolver	8.469230e-04	9.920840e-08	380	true	smoothSolver	5.105720e-04	9.947660e-08	188	true	GAMG	2.590710e-03	8.155890e-06	2	true
8.08125       	smoothSolver	8.563870e-04	9.941970e-08	389	true	smoothSolver	5.151870e-04	9.911160e-08	197	true	GAMG	2.222590e-03	7.357870e-06	2	true
8.0875        	smoothSolver	8.466720e-04	9.950590e-08	383	true	smoothSolver	5.156930e-04	9.793640e-08	192	true	GAMG	1.960320e-03	5.644980e-06	2	true
8.09375       	smoothSolver	8.324050e-04	9.941720e-08	381	true	smoothSolver	5.162200e-04	9.958630e-08	189	true	GAMG	2.249850e-03	6.133210e-06	2	true
8.1           	smoothSolver	8.242250e-04	9.924720e-08	380	true	smoothSolver	5.147820e-04	9.777070e-08	188	true	GAMG	1.954760e-03	5.289350e-06	2	true
8.10714       	smoothSolver	8.777550e-04	9.945100e-08	431	true	smoothSolver	5.653540e-04	9.829010e-08	215	true	GAMG	2.347800e-03	7.533770e-06	2	true
8.11429       	smoothSolver	8.888910e-04	9.879770e-08	441	true	smoothSolver	5.740230e-04	9.905250e-08	224	true	GAMG	2.113860e-03	7.230700e-06	2	true
8.12143       	smoothSolver	8.923520e-04	9.954040e-08	433	true	smoothSolver	5.770850e-04	9.888820e-08	218	true	GAMG	2.015700e-03	6.746480e-06	2	true
8.12857       	smoothSolver	8.795880e-04	9.891280e-08	430	true	smoothSolver	5.775820e-04	9.827660e-08	216	true	GAMG	2.060710e-03	6.392910e-06	2	true
8.13571       	smoothSolver	8.659410e-04	9.972480e-08	427	true	smoothSolver	5.780700e-04	9.881650e-08	214	true	GAMG	2.268490e-03	7.200690e-06	2	true
8.14286       	smoothSolver	8.716350e-04	9.905090e-08	438	true	smoothSolver	5.843750e-04	9.837080e-08	224	true	GAMG	2.841540e-03	8.190870e-06	2	true
8.15          	smoothSolver	8.678550e-04	9.877250e-08	432	true	smoothSolver	5.874530e-04	9.813620e-08	218	true	GAMG	2.835430e-03	8.861670e-06	2	true
8.15833       	smoothSolver	9.027840e-04	9.960950e-08	496	true	smoothSolver	6.464060e-04	9.930000e-08	253	true	GAMG	3.491080e-03	1.094690e-05	2	true
8.16667       	smoothSolver	8.957860e-04	9.965150e-08	493	true	smoothSolver	6.470730e-04	9.995000e-08	250	true	GAMG	3.877230e-03	8.914670e-06	2	true
8.175         	smoothSolver	8.917720e-04	9.937050e-08	490	true	smoothSolver	6.487980e-04	9.931620e-08	248	true	GAMG	3.565910e-03	1.117740e-05	2	true
8.18333       	smoothSolver	9.004160e-04	9.934060e-08	501	true	smoothSolver	6.527390e-04	9.877860e-08	259	true	GAMG	3.683420e-03	1.003710e-05	2	true
8.19167       	smoothSolver	8.999850e-04	9.963960e-08	493	true	smoothSolver	6.596220e-04	9.898590e-08	252	true	GAMG	3.802150e-03	1.092000e-05	2	true
8.2           	smoothSolver	8.848710e-04	9.994380e-08	490	true	smoothSolver	6.616930e-04	9.909340e-08	249	true	GAMG	3.964530e-03	9.742590e-06	2	true
8.21          	smoothSolver	9.474380e-04	9.919950e-08	579	true	smoothSolver	7.445540e-04	9.917310e-08	299	true	GAMG	4.906260e-03	1.416810e-05	2	true
8.22          	smoothSolver	9.509030e-04	9.911210e-08	577	true	smoothSolver	7.491080e-04	9.947090e-08	296	true	GAMG	5.790510e-03	1.384770e-05	2	true
8.23          	smoothSolver	9.578720e-04	9.933910e-08	590	true	smoothSolver	7.657780e-04	9.928830e-08	308	true	GAMG	5.565460e-03	1.669380e-05	2	true
8.24          	smoothSolver	9.491840e-04	9.959620e-08	581	true	smoothSolver	7.752940e-04	9.856780e-08	301	true	GAMG	3.611220e-03	1.214300e-05	2	true
8.25          	smoothSolver	9.371050e-04	9.946800e-08	578	true	smoothSolver	7.833600e-04	9.888840e-08	298	true	GAMG	4.043560e-03	1.344200e-05	2	true
8.25833       	smoothSolver	8.666300e-04	9.940500e-08	487	true	smoothSolver	7.083640e-04	9.944440e-08	244	true	GAMG	3.309660e-03	1.061040e-05	2	true
8.26667       	smoothSolver	2.530070e-03	9.901670e-08	501	true	smoothSolver	8.640660e-04	9.979640e-08	256	true	GAMG	3.330180e-03	1.168220e-05	2	true
8.275         	smoothSolver	3.479060e-03	9.956140e-08	492	true	smoothSolver	9.944050e-04	9.977510e-08	249	true	GAMG	3.617840e-03	1.170010e-05	2	true
8.28333       	smoothSolver	3.191720e-03	9.931630e-08	488	true	smoothSolver	9.887350e-04	9.992880e-08	246	true	GAMG	3.438170e-03	1.376040e-05	2	true
8.29167       	smoothSolver	2.530320e-03	9.948840e-08	485	true	smoothSolver	9.317930e-04	9.899040e-08	245	true	GAMG	3.506470e-03	1.224060e-05	2	true
8.3           	smoothSolver	2.104790e-03	9.889700e-08	483	true	smoothSolver	8.945260e-04	9.916270e-08	244	true	GAMG	3.812400e-03	1.347410e-05	2	true
8.31          	smoothSolver	2.055030e-03	9.905920e-08	584	true	smoothSolver	1.004270e-03	9.974670e-08	307	true	GAMG	4.653720e-03	1.753270e-05	2	true
8.32          	smoothSolver	1.755260e-03	9.928290e-08	575	true	smoothSolver	1.012440e-03	9.975510e-08	301	true	GAMG	4.905970e-03	1.593980e-05	2	true
8.33          	smoothSolver	1.791640e-03	9.949650e-08	572	true	smoothSolver	1.037690e-03	9.980910e-08	300	true	GAMG	5.192360e-03	1.767120e-05	2	true
8.34          	smoothSolver	1.818600e-03	9.991410e-08	571	true	smoothSolver	9.366010e-04	9.900500e-08	301	true	GAMG	5.383490e-03	1.466780e-05	2	true
8.35          	smoothSolver	1.725470e-03	9.915150e-08	572	true	smoothSolver	8.991940e-04	9.886060e-08	302	true	GAMG	5.778960e-03	2.012330e-05	2	true
8.36          	smoothSolver	1.532140e-03	9.991120e-08	587	true	smoothSolver	8.305530e-04	9.851950e-08	314	true	GAMG	6.220110e-03	1.553690e-05	2	true
8.37          	smoothSolver	1.465490e-03	9.913600e-08	584	true	smoothSolver	8.156000e-04	9.977190e-08	310	true	GAMG	7.345070e-03	2.748780e-05	2	true
8.38          	smoothSolver	1.531300e-03	9.934770e-08	585	true	smoothSolver	8.144600e-04	9.886380e-08	311	true	GAMG	8.664390e-03	8.060780e-05	1	true
8.39          	smoothSolver	1.404870e-03	9.988220e-08	587	true	smoothSolver	7.953450e-04	9.832170e-08	312	true	GAMG	6.173820e-03	2.288810e-05	2	true
8.4           	smoothSolver	1.474450e-03	9.961320e-08	590	true	smoothSolver	8.020450e-04	9.890500e-08	313	true	GAMG	4.967140e-03	2.127500e-05	2	true
8.4125        	smoothSolver	1.444650e-03	9.970920e-08	715	true	smoothSolver	8.714240e-04	9.924080e-08	386	true	GAMG	6.558370e-03	2.074900e-05	2	true
8.425         	smoothSolver	1.223800e-03	9.989520e-08	729	true	smoothSolver	9.077990e-04	9.981520e-08	395	true	GAMG	6.437350e-03	2.449570e-05	2	true
8.4375        	smoothSolver	1.417320e-03	9.967170e-08	726	true	smoothSolver	9.650430e-04	9.972850e-08	392	true	GAMG	7.420620e-03	1.896480e-05	2	true
8.45          	smoothSolver	1.312070e-03	9.913630e-08	727	true	smoothSolver	8.482150e-04	9.960510e-08	391	true	GAMG	8.100750e-03	2.769630e-05	2	true
8.4625        	smoothSolver	1.238840e-03	9.996150e-08	728	true	smoothSolver	8.308820e-04	9.952060e-08	391	true	GAMG	9.836670e-03	8.390070e-05	1	true
8.475         	smoothSolver	1.360980e-03	9.910960e-08	731	true	smoothSolver	1.007540e-03	9.945340e-08	392	true	GAMG	1.083310e-02	3.722590e-05	2	true
8.4875        	smoothSolver	1.354550e-03	9.993690e-08	743	true	smoothSolver	1.029740e-03	9.868860e-08	401	true	GAMG	1.905330e-02	1.565730e-04	1	true
8.5           	smoothSolver	1.492190e-03	9.971260e-08	741	true	smoothSolver	1.083090e-03	9.908470e-08	398	true	GAMG	1.068190e-02	4.244680e-05	2	true
8.51          	smoothSolver	1.139530e-03	9.894060e-08	612	true	smoothSolver	8.813520e-04	9.970220e-08	318	true	GAMG	8.098120e-03	2.910270e-05	2	true
8.52          	smoothSolver	1.130620e-03	9.935420e-08	616	true	smoothSolver	8.327940e-04	9.840760e-08	321	true	GAMG	1.000480e-02	3.621890e-05	2	true
8.53          	smoothSolver	1.400500e-03	9.935560e-08	619	true	smoothSolver	1.052930e-03	9.888540e-08	323	true	GAMG	1.142710e-02	4.027130e-05	2	true
8.54          	smoothSolver	1.239730e-03	9.913560e-08	629	true	smoothSolver	9.186510e-04	9.999010e-08	329	true	GAMG	1.130410e-02	1.074570e-04	1	true
8.55          	smoothSolver	1.299670e-03	9.960050e-08	628	true	smoothSolver	1.115070e-03	9.839420e-08	329	true	GAMG	1.369090e-02	4.460610e-05	2	true
8.5625        	smoothSolver	1.336020e-03	9.908350e-08	752	true	smoothSolver	1.294930e-03	9.913180e-08	399	true	GAMG	1.973770e-02	1.235960e-04	1	true
8.575         	smoothSolver	1.366420e-03	9.920060e-08	756	true	smoothSolver	1.474150e-03	9.942350e-08	402	true	GAMG	2.687620e-02	9.406690e-05	2	true
8.5875        	smoothSolver	1.434740e-03	9.925510e-08	756	true	smoothSolver	1.419420e-03	9.969440e-08	400	true	GAMG	2.423170e-02	1.742860e-04	1	true
8.6           	smoothSolver	1.376840e-03	9.930060e-08	769	true	smoothSolver	1.453950e-03	9.893760e-08	411	true	GAMG	1.409740e-02	5.490960e-05	2	true
8.61          	smoothSolver	1.318580e-03	9.972600e-08	631	true	smoothSolver	1.040400e-03	9.913000e-08	328	true	GAMG	1.109620e-02	3.971450e-05	2	true
8.62          	smoothSolver	1.178070e-03	9.985610e-08	634	true	smoothSolver	1.017630e-03	9.871570e-08	329	true	GAMG	1.164350e-02	3.974250e-05	2	true
8.63          	smoothSolver	1.357370e-03	9.947770e-08	637	true	smoothSolver	9.649430e-04	9.936700e-08	332	true	GAMG	1.333600e-02	5.219180e-05	2	true
8.64          	smoothSolver	1.231620e-03	9.937820e-08	638	true	smoothSolver	9.337580e-04	9.941890e-08	333	true	GAMG	1.537340e-02	1.258540e-04	1	true
8.65          	smoothSolver	1.233890e-03	9.935840e-08	633	true	smoothSolver	9.219410e-04	9.858670e-08	331	true	GAMG	1.750700e-02	6.319720e-05	2	true
8.65833       	smoothSolver	1.188420e-03	9.876440e-08	555	true	smoothSolver	8.286030e-04	9.988740e-08	287	true	GAMG	1.638430e-02	9.352290e-05	1	true
8.66667       	smoothSolver	1.221930e-03	9.982580e-08	554	true	smoothSolver	8.112420e-04	9.984300e-08	287	true	GAMG	1.755780e-02	6.112250e-05	2	true
8.675         	smoothSolver	1.099270e-03	9.982960e-08	549	true	smoothSolver	8.122070e-04	9.860800e-08	285	true	GAMG	1.010950e-02	2.574670e-05	2	true
8.68333       	smoothSolver	1.159750e-03	9.954590e-08	554	true	smoothSolver	7.987870e-04	9.849540e-08	288	true	GAMG	9.255190e-03	3.674300e-05	2	true
8.69167       	smoothSolver	9.632690e-04	9.884840e-08	555	true	smoothSolver	7.114280e-04	9.925440e-08	286	true	GAMG	9.200720e-03	3.445240e-05	2	true
8.7           	smoothSolver	8.060370e-04	9.904030e-08	549	true	smoothSolver	6.642790e-04	9.843950e-08	283	true	GAMG	8.975920e-03	3.248020e-05	2	true
8.70714       	smoothSolver	8.231670e-04	9.897960e-08	491	true	smoothSolver	6.030160e-04	9.901980e-08	251	true	GAMG	7.755540e-03	2.874220e-05	2	true
8.71429       	smoothSolver	8.223830e-04	9.915440e-08	490	true	smoothSolver	6.101680e-04	9.868680e-08	250	true	GAMG	8.005530e-03	2.402510e-05	2	true
8.72143       	smoothSolver	7.182410e-04	9.923950e-08	484	true	smoothSolver	5.883700e-04	9.914080e-08	246	true	GAMG	8.101020e-03	2.952930e-05	2	true
8.72857       	smoothSolver	7.818590e-04	9.939820e-08	488	true	smoothSolver	5.975830e-04	9.963650e-08	248	true	GAMG	8.306330e-03	7.926520e-05	1	true
8.73571       	smoothSolver	6.916080e-04	9.986480e-08	482	true	smoothSolver	5.828510e-04	9.840670e-08	245	true	GAMG	9.044020e-03	3.280850e-05	2	true
8.74286       	smoothSolver	7.642650e-04	9.920040e-08	493	true	smoothSolver	5.912590e-04	9.944890e-08	252	true	GAMG	9.917190e-03	7.549720e-05	1	true
8.75          	smoothSolver	7.710060e-04	9.880420e-08	492	true	smoothSolver	6.020580e-04	9.863750e-08	251	true	GAMG	1.075470e-02	3.781850e-05	2	true
8.75625       	smoothSolver	6.386420e-04	9.922760e-08	431	true	smoothSolver	5.342650e-04	9.903070e-08	216	true	GAMG	8.850760e-03	6.021760e-05	1	true
8.7625        	smoothSolver	7.008120e-04	9.940550e-08	435	true	smoothSolver	5.424190e-04	9.996430e-08	218	true	GAMG	8.940650e-03	2.978890e-05	2	true
8.76875       	smoothSolver	7.066660e-04	9.849660e-08	436	true	smoothSolver	5.430950e-04	9.811260e-08	219	true	GAMG	9.075830e-03	7.071480e-05	1	true
8.775         	smoothSolver	6.215400e-04	9.898820e-08	430	true	smoothSolver	5.320530e-04	9.942860e-08	215	true	GAMG	6.078920e-03	2.042210e-05	2	true
8.78125       	smoothSolver	6.992090e-04	9.871050e-08	440	true	smoothSolver	5.441600e-04	9.775910e-08	223	true	GAMG	5.236910e-03	1.753460e-05	2	true
8.7875        	smoothSolver	7.001050e-04	9.862880e-08	439	true	smoothSolver	5.514900e-04	9.783600e-08	222	true	GAMG	5.274090e-03	1.835180e-05	2	true
8.79375       	smoothSolver	6.930870e-04	9.926030e-08	438	true	smoothSolver	5.433130e-04	9.939100e-08	221	true	GAMG	5.279760e-03	1.874810e-05	2	true
8.8           	smoothSolver	6.079780e-04	9.984530e-08	432	true	smoothSolver	5.279720e-04	9.872720e-08	218	true	GAMG	5.649400e-03	2.035530e-05	2	true
8.80556       	smoothSolver	6.402280e-04	9.901640e-08	392	true	smoothSolver	4.949530e-04	9.764240e-08	196	true	GAMG	5.145230e-03	1.908040e-05	2	true
8.81111       	smoothSolver	7.130430e-04	9.878740e-08	443	true	smoothSolver	5.090010e-04	9.959620e-08	221	true	GAMG	5.239400e-03	1.690750e-05	2	true
8.81667       	smoothSolver	7.486560e-04	9.959890e-08	528	true	smoothSolver	5.238450e-04	9.884990e-08	262	true	GAMG	5.102240e-03	1.839640e-05	2	true
8.82222       	smoothSolver	7.660600e-04	9.916780e-08	557	true	smoothSolver	5.241820e-04	9.900860e-08	274	true	GAMG	5.242830e-03	1.560650e-05	2	true
8.82778       	smoothSolver	7.889060e-04	9.958790e-08	582	true	smoothSolver	5.269710e-04	9.939110e-08	284	true	GAMG	5.192590e-03	1.908250e-05	2	true
8.83333       	smoothSolver	8.057440e-04	9.887530e-08	593	true	smoothSolver	5.292510e-04	9.924890e-08	288	true	GAMG	5.286180e-03	1.467590e-05	2	true
8.83889       	smoothSolver	8.316680e-04	9.900750e-08	596	true	smoothSolver	5.355720e-04	9.881130e-08	289	true	GAMG	5.552830e-03	1.982510e-05	2	true
8.84444       	smoothSolver	9.547300e-04	9.956340e-08	589	true	smoothSolver	5.578990e-04	9.824590e-08	286	true	GAMG	5.353450e-03	1.435650e-05	2	true
